ID_CUENTA|ID_CLIENTE|SALDO|TIPO_CUENTA
102018|1006|7262.31|Corriente
102019|1007|6045.12|Ahorros
102020|1007|5020.86|Ahorros
102021|1007|1400.01|Corriente
102022|1008|5132.77|Ahorros
102023|1009|5805.91|Ahorros
102024|1009|2571.80|Corriente
102025|1009|5732.92|Ahorros
102026|1010|7734.77|Ahorros
102027|1010|8403.00|Corriente
102028|1010|2338.27|Corriente
102029|1011|1106.73|Corriente
102030|1012|3596.86|Corriente
102031|1012|3576.84|Corriente
102032|1012|9827.08|Ahorros
102033|1013|7251.56|Corriente
102034|1013|5539.22|Corriente
102035|1013|1782.66|Ahorros
102036|1014|5295.64|Corriente
102037|1014|9238.14|Ahorros
102038|1015|4953.35|Ahorros
102039|1015|6249.47|Corriente
102040|1015|6187.97|Corriente
102041|1016|8957.45|Corriente
102042|1016|8234.27|Ahorros
102043|1016|6910.06|Corriente
102044|1017|5395.36|Corriente
102045|1017|2669.78|Ahorros
102046|1018|3387.77|Corriente
102047|1018|9800.49|Corriente
102048|1018|8711.78|Ahorros
102049|1019|5930.58|Corriente
102050|1019|3491.11|Corriente
102051|1020|7371.05|Corriente
102052|1021|343.45|Ahorros
102053|1021|1183.08|Corriente
102054|1022|876.19|Corriente
102055|1022|487.88|Ahorros
102056|1022|5096.66|Corriente
102057|1023|5501.51|Ahorros
102058|1023|3482.01|Ahorros
102059|1023|574.52|Corriente
102060|1024|7769.18|Ahorros
102061|1024|4571.85|Corriente
102062|1025|7628.97|Ahorros
102063|1026|1682.61|Ahorros
102064|1027|2785.08|Ahorros
102065|1027|1145.79|Corriente
102066|1028|6500.53|Corriente
102067|1028|3906.50|Corriente
102068|1028|8596.52|Corriente
102069|1029|5490.99|Ahorros
102070|1030|5437.73|Ahorros
102071|1030|4807.57|Corriente
102072|1030|9630.20|Ahorros
102073|1031|5646.53|Corriente
102074|1031|9441.04|Ahorros
102075|1031|9968.21|Corriente
102076|1032|9256.33|Ahorros
102077|1032|9773.01|Corriente
102078|1033|6719.97|Ahorros
102079|1033|3509.26|Corriente
102080|1034|135.86|Ahorros
102081|1035|7793.27|Ahorros
102082|1035|2397.51|Corriente
102083|1036|7574.12|Corriente
102084|1037|1633.34|Corriente
102085|1038|1609.42|Ahorros
102086|1038|2019.08|Corriente
102087|1039|497.11|Ahorros
102088|1039|9939.40|Ahorros
102089|1040|3197.47|Corriente
102090|1040|9365.37|Ahorros
102091|1040|867.91|Corriente
102092|1041|7144.75|Ahorros
102093|1041|8399.33|Corriente
102094|1041|1172.23|Corriente
102095|1042|5945.45|Corriente
102096|1042|6513.33|Corriente
102097|1042|5266.83|Ahorros
102098|1043|434.94|Ahorros
102099|1043|3072.73|Ahorros
102100|1044|1142.33|Corriente
102101|1044|8064.13|Ahorros
102102|1044|4287.02|Ahorros
102103|1045|8625.99|Ahorros
102104|1046|4764.60|Ahorros
102105|1046|3074.57|Ahorros
102106|1047|5082.96|Corriente
102107|1047|8706.51|Ahorros
102108|1047|5897.17|Corriente
102109|1048|1033.82|Ahorros
102110|1049|3587.44|Ahorros
102111|1050|9725.51|Ahorros
102112|1050|9227.44|Corriente
102113|1050|8888.72|Corriente
102114|1051|1892.76|Corriente
102115|1051|6127.40|Corriente
102116|1052|1597.78|Ahorros
102117|1052|6515.47|Corriente
102118|1052|7029.23|Corriente
102119|1053|1252.96|Corriente
102120|1053|450.62|Ahorros
102121|1054|2244.65|Ahorros
102122|1054|4232.89|Corriente
102123|1055|1924.03|Corriente
102124|1056|3178.52|Corriente
102125|1056|9152.89|Corriente
102126|1056|7787.01|Corriente
102127|1057|3283.51|Corriente
102128|1057|2753.21|Ahorros
102129|1057|8640.88|Ahorros
102130|1058|7211.85|Corriente
102131|1058|1629.18|Corriente
102132|1059|5011.47|Ahorros
102133|1059|3060.72|Corriente
102134|1060|6211.99|Ahorros
102135|1060|6682.95|Ahorros
102136|1061|6768.43|Corriente
102137|1061|1545.56|Corriente
102138|1062|7181.87|Ahorros
102139|1062|6675.28|Corriente
102140|1062|3302.94|Ahorros
102141|1063|443.13|Ahorros
102142|1063|4223.98|Corriente
102143|1064|7087.34|Ahorros
102144|1064|5006.24|Ahorros
102145|1064|4589.10|Corriente
102146|1065|2495.66|Corriente
102147|1066|2403.09|Corriente
102148|1066|8782.25|Corriente
102149|1067|4407.03|Ahorros
102150|1068|1719.87|Corriente
102151|1068|6852.81|Ahorros
102152|1069|7244.12|Corriente
102153|1069|6470.69|Corriente
102154|1069|7059.31|Ahorros
102155|1070|4030.34|Ahorros
102156|1070|8867.25|Ahorros
102157|1070|4436.95|Corriente
102158|1071|3276.01|Ahorros
102159|1072|1164.88|Corriente
102160|1073|5491.53|Ahorros
102161|1074|1404.35|Ahorros
102162|1074|6171.44|Corriente
102163|1074|2837.45|Corriente
102164|1075|9575.56|Ahorros
102165|1075|5891.32|Ahorros
102166|1076|2682.93|Ahorros
102167|1076|4773.75|Corriente
102168|1076|7791.75|Corriente
102169|1077|264.13|Ahorros
102170|1077|3768.93|Corriente
102171|1077|5943.69|Corriente
102172|1078|7313.92|Ahorros
102173|1078|8662.46|Corriente
102174|1079|1741.57|Corriente
102175|1080|489.11|Ahorros
102176|1081|7978.50|Corriente
102177|1082|7127.12|Ahorros
102178|1082|1112.45|Corriente
102179|1082|7079.39|Ahorros
102180|1083|5779.54|Ahorros
102181|1084|1660.19|Ahorros
102182|1084|5890.75|Corriente
102183|1085|1201.64|Ahorros
102184|1086|1804.32|Corriente
102185|1086|8335.59|Ahorros
102186|1086|2697.46|Ahorros
102187|1087|3081.60|Corriente
102188|1087|9038.16|Corriente
102189|1087|2495.68|Corriente
